path,duration,emotion,dataset
D:/Data/RAVDESS/Actor_10\03-01-03-01-02-01-10.wav,3.303,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-03-01-02-02-10.wav,3.337,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-03-02-01-01-10.wav,3.837,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-03-02-01-02-10.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-03-02-02-01-10.wav,3.737,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-03-02-02-02-10.wav,3.971,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-04-01-01-01-10.wav,3.303,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-04-01-01-02-10.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-04-01-02-01-10.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-04-01-02-02-10.wav,3.804,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-04-02-01-01-10.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-04-02-01-02-10.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-04-02-02-01-10.wav,3.67,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-04-02-02-02-10.wav,3.57,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-05-01-01-01-10.wav,3.904,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-05-01-01-02-10.wav,4.004,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-05-01-02-01-10.wav,4.104,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-05-01-02-02-10.wav,4.137,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-05-02-01-01-10.wav,4.171,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-05-02-01-02-10.wav,4.471,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-05-02-02-01-10.wav,3.871,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-05-02-02-02-10.wav,4.137,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-06-01-01-01-10.wav,3.403,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-06-01-01-02-10.wav,3.303,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-06-01-02-01-10.wav,3.537,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-06-01-02-02-10.wav,3.437,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-06-02-01-01-10.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-06-02-01-02-10.wav,3.704,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-06-02-02-01-10.wav,3.804,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-06-02-02-02-10.wav,3.871,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-07-01-01-01-10.wav,3.704,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-07-01-01-02-10.wav,4.204,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-07-01-02-01-10.wav,3.871,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-07-01-02-02-10.wav,4.271,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-07-02-01-01-10.wav,4.671,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-07-02-01-02-10.wav,4.538,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-07-02-02-01-10.wav,4.204,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-07-02-02-02-10.wav,4.872,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-08-01-01-01-10.wav,3.237,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-08-01-01-02-10.wav,3.403,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-08-01-02-01-10.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-08-01-02-02-10.wav,3.47,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-08-02-01-01-10.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-08-02-01-02-10.wav,3.403,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-08-02-02-01-10.wav,3.637,fear,RAVDESS
D:/Data/RAVDESS/Actor_10\03-01-08-02-02-02-10.wav,3.503,fear,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-01-01-01-01-11.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-01-01-01-02-11.wav,3.103,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-01-01-02-01-11.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-01-01-02-02-11.wav,3.17,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-02-01-01-01-11.wav,3.27,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-02-01-01-02-11.wav,3.337,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-02-01-02-01-11.wav,3.337,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-02-01-02-02-11.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-02-02-01-01-11.wav,3.837,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-02-02-01-02-11.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-02-02-02-01-11.wav,3.77,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-02-02-02-02-11.wav,3.837,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-03-01-01-01-11.wav,3.103,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-03-01-01-02-11.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-03-01-02-01-11.wav,3.17,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-03-01-02-02-11.wav,3.237,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-03-02-01-01-11.wav,4.037,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-03-02-01-02-11.wav,3.637,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-03-02-02-01-11.wav,3.871,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-03-02-02-02-11.wav,3.503,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-04-01-01-01-11.wav,3.337,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-04-01-01-02-11.wav,3.604,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-04-01-02-01-11.wav,3.537,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-04-01-02-02-11.wav,3.437,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-04-02-01-01-11.wav,3.337,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-04-02-01-02-11.wav,3.604,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-04-02-02-01-11.wav,3.37,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-04-02-02-02-11.wav,3.337,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-05-01-01-01-11.wav,3.604,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-05-01-01-02-11.wav,3.47,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-05-01-02-01-11.wav,3.47,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-05-01-02-02-11.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-05-02-01-01-11.wav,3.537,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-05-02-01-02-11.wav,3.971,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-05-02-02-01-11.wav,3.937,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-05-02-02-02-11.wav,3.77,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-06-01-01-01-11.wav,3.47,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-06-01-01-02-11.wav,3.503,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-06-01-02-01-11.wav,3.17,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-06-01-02-02-11.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-06-02-01-01-11.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-06-02-01-02-11.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-06-02-02-01-11.wav,3.07,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-06-02-02-02-11.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-07-01-01-01-11.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-07-01-01-02-11.wav,3.604,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-07-01-02-01-11.wav,3.47,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-07-01-02-02-11.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-07-02-01-01-11.wav,3.804,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-07-02-01-02-11.wav,3.804,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-07-02-02-01-11.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-07-02-02-02-11.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-08-01-01-01-11.wav,3.07,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-08-01-01-02-11.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-08-01-02-01-11.wav,3.17,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-08-01-02-02-11.wav,2.97,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-08-02-01-01-11.wav,3.07,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-08-02-01-02-11.wav,3.103,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-08-02-02-01-11.wav,3.07,happy,RAVDESS
D:/Data/RAVDESS/Actor_11\03-01-08-02-02-02-11.wav,3.07,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-01-01-01-01-12.wav,3.637,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-01-01-01-02-12.wav,3.537,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-01-01-02-01-12.wav,3.604,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-01-01-02-02-12.wav,3.637,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-02-01-01-01-12.wav,3.871,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-02-01-01-02-12.wav,3.77,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-02-01-02-01-12.wav,3.77,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-02-01-02-02-12.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-02-02-01-01-12.wav,3.971,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-02-02-01-02-12.wav,3.77,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-02-02-02-01-12.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-02-02-02-02-12.wav,3.804,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-03-01-01-01-12.wav,3.704,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-03-01-01-02-12.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-03-01-02-01-12.wav,3.503,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-03-01-02-02-12.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-03-02-01-01-12.wav,4.204,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-03-02-01-02-12.wav,4.137,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-03-02-02-01-12.wav,3.904,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-03-02-02-02-12.wav,3.971,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-04-01-01-01-12.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-04-01-01-02-12.wav,3.604,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-04-01-02-01-12.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-04-01-02-02-12.wav,3.57,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-04-02-01-01-12.wav,3.871,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-04-02-01-02-12.wav,3.77,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-04-02-02-01-12.wav,3.804,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-04-02-02-02-12.wav,3.871,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-05-01-01-01-12.wav,4.271,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-05-01-01-02-12.wav,3.971,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-05-01-02-01-12.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-05-01-02-02-12.wav,4.137,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-05-02-01-01-12.wav,3.637,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-05-02-01-02-12.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-05-02-02-01-12.wav,3.804,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-05-02-02-02-12.wav,3.837,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-06-01-01-01-12.wav,3.403,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-06-01-01-02-12.wav,3.503,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-06-01-02-01-12.wav,3.37,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-06-01-02-02-12.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-06-02-01-01-12.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-06-02-01-02-12.wav,3.704,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-06-02-02-01-12.wav,3.47,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-06-02-02-02-12.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-07-01-01-01-12.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-07-01-01-02-12.wav,3.704,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-07-01-02-01-12.wav,3.604,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-07-01-02-02-12.wav,3.704,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-07-02-01-01-12.wav,3.971,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-07-02-01-02-12.wav,4.538,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-07-02-02-01-12.wav,4.204,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-07-02-02-02-12.wav,3.971,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-08-01-01-01-12.wav,3.537,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-08-01-01-02-12.wav,3.637,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-08-01-02-01-12.wav,3.503,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-08-01-02-02-12.wav,3.604,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-08-02-01-01-12.wav,3.704,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-08-02-01-02-12.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-08-02-02-01-12.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_12\03-01-08-02-02-02-12.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-01-01-01-01-13.wav,3.17,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-01-01-01-02-13.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-01-01-02-01-13.wav,3.07,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-01-01-02-02-13.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-02-01-01-01-13.wav,3.303,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-02-01-01-02-13.wav,3.17,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-02-01-02-01-13.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-02-01-02-02-13.wav,2.936,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-02-02-01-01-13.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-02-02-01-02-13.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-02-02-02-01-13.wav,3.003,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-02-02-02-02-13.wav,3.036,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-03-01-01-01-13.wav,3.237,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-03-01-01-02-13.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-03-01-02-01-13.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-03-01-02-02-13.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-03-02-01-01-13.wav,3.437,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-03-02-01-02-13.wav,3.604,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-03-02-02-01-13.wav,3.37,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-03-02-02-02-13.wav,3.337,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-04-01-01-01-13.wav,3.57,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-04-01-01-02-13.wav,3.537,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-04-01-02-01-13.wav,3.437,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-04-01-02-02-13.wav,3.37,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-04-02-01-01-13.wav,3.337,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-04-02-01-02-13.wav,3.303,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-04-02-02-01-13.wav,3.437,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-04-02-02-02-13.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-05-01-01-01-13.wav,3.437,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-05-01-01-02-13.wav,3.537,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-05-01-02-01-13.wav,3.604,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-05-01-02-02-13.wav,3.37,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-05-02-01-01-13.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-05-02-01-02-13.wav,4.271,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-05-02-02-01-13.wav,3.57,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-05-02-02-02-13.wav,4.171,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-06-01-01-01-13.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-06-01-01-02-13.wav,3.17,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-06-01-02-01-13.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-06-01-02-02-13.wav,3.237,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-06-02-01-01-13.wav,3.37,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-06-02-01-02-13.wav,3.27,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-06-02-02-01-13.wav,3.503,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-06-02-02-02-13.wav,3.203,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-07-01-01-01-13.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-07-01-01-02-13.wav,3.17,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-07-01-02-01-13.wav,3.27,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-07-01-02-02-13.wav,3.237,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-07-02-01-01-13.wav,3.403,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-07-02-01-02-13.wav,3.704,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-07-02-02-01-13.wav,3.403,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-07-02-02-02-13.wav,3.437,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-08-01-01-01-13.wav,3.403,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-08-01-01-02-13.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-08-01-02-01-13.wav,3.136,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-08-01-02-02-13.wav,3.036,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-08-02-01-01-13.wav,3.337,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-08-02-01-02-13.wav,3.303,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-08-02-02-01-13.wav,3.337,happy,RAVDESS
D:/Data/RAVDESS/Actor_13\03-01-08-02-02-02-13.wav,3.303,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-01-01-01-01-14.wav,3.47,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-01-01-01-02-14.wav,3.337,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-01-01-02-01-14.wav,3.47,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-01-01-02-02-14.wav,3.57,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-02-01-01-01-14.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-02-01-01-02-14.wav,3.57,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-02-01-02-01-14.wav,3.403,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-02-01-02-02-14.wav,3.503,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-02-02-01-01-14.wav,3.871,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-02-02-01-02-14.wav,3.904,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-02-02-02-01-14.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-02-02-02-02-14.wav,3.77,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-03-01-01-01-14.wav,3.704,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-03-01-01-02-14.wav,3.67,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-03-01-02-01-14.wav,3.403,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-03-01-02-02-14.wav,3.47,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-03-02-01-01-14.wav,3.77,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-03-02-01-02-14.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-03-02-02-01-14.wav,3.837,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-03-02-02-02-14.wav,3.737,happy,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-04-01-01-01-14.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-04-01-01-02-14.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-04-01-02-01-14.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-04-01-02-02-14.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-04-02-01-01-14.wav,3.871,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-04-02-01-02-14.wav,3.67,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-04-02-02-01-14.wav,3.67,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-04-02-02-02-14.wav,3.904,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-05-01-01-01-14.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-05-01-01-02-14.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-05-01-02-01-14.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-05-01-02-02-14.wav,3.904,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-05-02-01-01-14.wav,4.271,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-05-02-01-02-14.wav,4.371,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-05-02-02-01-14.wav,4.171,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-05-02-02-02-14.wav,4.404,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-06-01-01-01-14.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-06-01-01-02-14.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-06-01-02-01-14.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-06-01-02-02-14.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-06-02-01-01-14.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-06-02-01-02-14.wav,3.403,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-06-02-02-01-14.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-06-02-02-02-14.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-07-01-01-01-14.wav,3.77,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-07-01-01-02-14.wav,3.637,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-07-01-02-01-14.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-07-01-02-02-14.wav,3.77,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-07-02-01-01-14.wav,3.937,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-07-02-01-02-14.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-07-02-02-01-14.wav,3.67,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-07-02-02-02-14.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-08-01-01-01-14.wav,3.637,neutral,RAVDESS
