path,duration,emotion,dataset
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_lot_angry.wav,1.992,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_love_angry.wav,1.986,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_luck_angry.wav,2.038,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_make_angry.wav,2.172,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_match_angry.wav,2.127,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_merge_angry.wav,2.334,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_mess_angry.wav,2.105,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_met_angry.wav,1.847,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_mill_angry.wav,2.089,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_mob_angry.wav,2.129,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_mode_angry.wav,1.924,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_mood_angry.wav,2.009,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_moon_angry.wav,2.014,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_mop_angry.wav,2.102,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_mouse_angry.wav,2.282,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_nag_angry.wav,2.089,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_name_angry.wav,2.207,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_near_angry.wav,2.036,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_neat_angry.wav,2.065,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_nice_angry.wav,2.113,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_note_angry.wav,2.251,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_numb_angry.wav,2.135,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_pad_angry.wav,2.111,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_page_angry.wav,1.956,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_pain_angry.wav,2.184,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_pass_angry.wav,2.251,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_pearl_angry.wav,2.061,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_peg_angry.wav,1.976,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_perch_angry.wav,2.218,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_phone_angry.wav,2.272,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_pick_angry.wav,2.047,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_pike_angry.wav,2.065,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_pole_angry.wav,2.177,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_pool_angry.wav,2.023,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_puff_angry.wav,1.922,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_rag_angry.wav,2.014,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_raid_angry.wav,2.101,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_rain_angry.wav,2.313,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_raise_angry.wav,2.051,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_rat_angry.wav,2.351,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_reach_angry.wav,2.058,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_read_angry.wav,2.248,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_red_angry.wav,2.096,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_ring_angry.wav,2.201,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_ripe_angry.wav,1.95,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_road_angry.wav,2.251,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_room_angry.wav,2.12,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_rose_angry.wav,2.215,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_rot_angry.wav,2.04,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_rough_angry.wav,2.146,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_rush_angry.wav,2.261,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_said_angry.wav,2.051,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_sail_angry.wav,2.088,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_search_angry.wav,2.212,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_seize_angry.wav,2.37,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_sell_angry.wav,2.07,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_shack_angry.wav,2.035,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_shall_angry.wav,2.152,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_shawl_angry.wav,2.179,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_sheep_angry.wav,2.093,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_shirt_angry.wav,2.121,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_should_angry.wav,2.13,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_shout_angry.wav,2.092,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_size_angry.wav,2.236,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_soap_angry.wav,2.226,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_soup_angry.wav,2.101,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_sour_angry.wav,2.134,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_south_angry.wav,2.222,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_sub_angry.wav,2.025,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_such_angry.wav,2.065,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_sure_angry.wav,2.032,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_take_angry.wav,2.146,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_talk_angry.wav,2.271,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_tape_angry.wav,2.327,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_team_angry.wav,2.172,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_tell_angry.wav,2.131,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_thin_angry.wav,2.203,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_third_angry.wav,2.208,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_thought_angry.wav,2.139,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_thumb_angry.wav,2.103,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_time_angry.wav,2.176,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_tip_angry.wav,2.071,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_tire_angry.wav,1.986,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_ton_angry.wav,2.175,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_tool_angry.wav,1.977,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_tough_angry.wav,2.257,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_turn_angry.wav,2.224,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_vine_angry.wav,2.176,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_voice_angry.wav,2.444,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_void_angry.wav,2.178,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_vote_angry.wav,2.114,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_wag_angry.wav,2.342,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_walk_angry.wav,2.332,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_wash_angry.wav,2.166,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_week_angry.wav,1.962,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_wheat_angry.wav,2.033,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_when_angry.wav,2.023,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_which_angry.wav,2.148,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_whip_angry.wav,2.005,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_white_angry.wav,2.238,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_wife_angry.wav,2.192,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_wire_angry.wav,2.067,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_witch_angry.wav,2.201,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_yearn_angry.wav,2.073,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_yes_angry.wav,1.995,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_young_angry.wav,2.101,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_angry\YAF_youth_angry.wav,2.409,angry,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_back_disgust.wav,2.361,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_bar_disgust.wav,2.702,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_base_disgust.wav,2.715,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_bath_disgust.wav,2.461,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_bean_disgust.wav,2.283,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_beg_disgust.wav,2.582,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_bite_disgust.wav,2.352,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_boat_disgust.wav,2.318,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_bone_disgust.wav,2.536,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_book_disgust.wav,2.309,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_bought_disgust.wav,2.353,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_burn_disgust.wav,2.242,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_cab_disgust.wav,2.583,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_calm_disgust.wav,2.309,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_came_disgust.wav,2.546,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_cause_disgust.wav,2.731,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_chain_disgust.wav,2.764,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_chair_disgust.wav,2.473,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_chalk_disgust.wav,2.558,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_chat_disgust.wav,2.655,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_check_disgust.wav,2.702,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_cheek_disgust.wav,2.58,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_chief_disgust.wav,2.527,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_choice_disgust.wav,2.53,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_cool_disgust.wav,2.503,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_dab_disgust.wav,2.449,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_date_disgust.wav,2.381,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_dead_disgust.wav,2.428,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_death_disgust.wav,2.683,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_deep_disgust.wav,2.449,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_dime_disgust.wav,2.582,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_dip_disgust.wav,2.628,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_ditch_disgust.wav,2.542,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_dodge_disgust.wav,2.613,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_dog_disgust.wav,2.602,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_doll_disgust.wav,2.711,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_door_disgust.wav,2.449,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_fail_disgust.wav,2.299,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_fall_disgust.wav,2.477,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_far_disgust.wav,2.487,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_fat_disgust.wav,2.338,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_fit_disgust.wav,2.541,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_five_disgust.wav,2.543,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_food_disgust.wav,2.492,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_gap_disgust.wav,2.27,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_gas_disgust.wav,2.732,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_gaze_disgust.wav,2.51,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_germ_disgust.wav,2.624,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_get_disgust.wav,2.687,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_gin_disgust.wav,2.437,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_goal_disgust.wav,2.372,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_good_disgust.wav,2.455,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_goose_disgust.wav,2.59,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_gun_disgust.wav,2.373,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_half_disgust.wav,2.441,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_hall_disgust.wav,2.486,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_hash_disgust.wav,2.423,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_hate_disgust.wav,2.416,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_have_disgust.wav,2.616,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_haze_disgust.wav,2.473,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_hire_disgust.wav,2.348,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_hit_disgust.wav,2.455,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_hole_disgust.wav,2.543,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_home_disgust.wav,2.283,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_hurl_disgust.wav,2.273,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_hush_disgust.wav,2.387,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_jail_disgust.wav,2.363,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_jar_disgust.wav,2.514,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_join_disgust.wav,2.844,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_judge_disgust.wav,2.689,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_jug_disgust.wav,2.588,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_juice_disgust.wav,2.691,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_keen_disgust.wav,2.481,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_keep_disgust.wav,2.549,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_keg_disgust.wav,2.645,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_kick_disgust.wav,2.751,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_kill_disgust.wav,2.521,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_king_disgust.wav,2.5,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_kite_disgust.wav,2.541,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_knock_disgust.wav,2.371,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_late_disgust.wav,2.542,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_laud_disgust.wav,2.506,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_lean_disgust.wav,2.663,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_learn_disgust.wav,2.445,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_lease_disgust.wav,2.768,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_lid_disgust.wav,2.464,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_life_disgust.wav,2.637,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_limb_disgust.wav,2.23,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_live_disgust.wav,2.487,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_loaf_disgust.wav,2.435,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_long_disgust.wav,2.54,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_lore_disgust.wav,2.432,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_lose_disgust.wav,2.827,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_lot_disgust.wav,2.484,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_love_disgust.wav,2.601,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_luck_disgust.wav,2.488,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_make_disgust.wav,2.609,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_match_disgust.wav,2.796,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_merge_disgust.wav,2.714,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_mess_disgust.wav,2.625,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_met_disgust.wav,2.496,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_mill_disgust.wav,2.4,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_mob_disgust.wav,2.545,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_mode_disgust.wav,2.479,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_mood_disgust.wav,2.534,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_moon_disgust.wav,2.511,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_mop_disgust.wav,2.674,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_mouse_disgust.wav,2.634,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_nag_disgust.wav,2.694,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_name_disgust.wav,2.465,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_near_disgust.wav,2.556,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_neat_disgust.wav,2.527,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_nice_disgust.wav,2.61,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_note_disgust.wav,2.494,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_numb_disgust.wav,2.359,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_pad_disgust.wav,2.64,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_page_disgust.wav,2.696,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_pain_disgust.wav,2.597,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_pass_disgust.wav,2.782,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_pearl_disgust.wav,2.483,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_peg_disgust.wav,2.841,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_perch_disgust.wav,2.55,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_phone_disgust.wav,2.439,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_pick_disgust.wav,2.462,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_pike_disgust.wav,2.596,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_pole_disgust.wav,2.415,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_pool_disgust.wav,2.418,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_puff_disgust.wav,2.447,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_rag_disgust.wav,2.322,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_raid_disgust.wav,2.566,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_rain_disgust.wav,2.563,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_raise_disgust.wav,2.646,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_rat_disgust.wav,2.617,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_reach_disgust.wav,2.502,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_read_disgust.wav,2.364,disgust,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_disgust\YAF_red_disgust.wav,2.396,disgust,TESS
